Patch_ID,OS_Type,Patch_Type,Patch_Severity,Systems_Affected,Server_Usage,Prev_Incidents,Patch_Size_MB,Applied_During_Peak,Pre_Health_Score,Post_Health_Score,Downtime_Mins,Result
P1936,RHEL,Feature,Critical,75,Low,1,192,Yes,100.0,96.4,4.7,Safe
P1937,Ubuntu,Bugfix,Medium,19,Low,0,83,Yes,80.4,78.1,4.5,Safe
P1938,RHEL,Kernel,High,22,Low,0,385,No,95.4,87.6,12.3,Risky
P1939,Windows,Security,High,86,Medium,0,53,No,87.8,82.1,11.3,Safe
P1940,RHEL,Security,Medium,92,Low,2,377,No,79.2,72.7,12.2,Risky
P1941,Windows,Bugfix,Medium,6,Low,1,147,Yes,79.9,76.9,3.8,Safe
P1942,Windows,Security,High,88,Low,0,415,No,89.7,85.3,5.4,Safe
P1943,Ubuntu,Feature,Medium,47,Medium,0,266,No,82.0,75.2,9.9,Safe
P1944,RHEL,Feature,High,30,High,1,77,Yes,86.0,69.3,11.2,Risky
P1945,RHEL,Security,Critical,75,Medium,1,250,No,91.6,83.7,11.2,Risky
P1946,RHEL,Bugfix,Medium,42,Low,1,435,Yes,100.0,95.1,5.9,Safe
P1947,Ubuntu,Bugfix,High,98,High,1,322,No,85.3,78.6,9.8,Risky
P1948,Ubuntu,Security,High,46,Medium,0,363,No,73.7,68.2,7.5,Safe
P1949,Windows,Kernel,High,9,High,0,176,No,89.0,82.2,6.6,Risky
P1950,Windows,Feature,Medium,15,Medium,1,251,Yes,80.2,65.6,20.5,Risky
P1951,Windows,Bugfix,Low,69,Medium,1,58,No,100.0,99.7,0.4,Safe
P1952,RHEL,Feature,Medium,38,Medium,1,336,No,80.0,67.2,10.1,Risky
P1953,Ubuntu,Bugfix,Medium,5,Low,0,499,No,85.2,83.3,2.9,Safe
P1954,RHEL,Kernel,Medium,87,Medium,0,137,Yes,91.2,82.9,8.0,Safe
P1955,RHEL,Bugfix,High,6,High,0,367,Yes,89.9,88.1,3.2,Risky
P1956,Windows,Feature,Medium,89,High,0,68,No,98.9,95.4,2.8,Safe
P1957,RHEL,Feature,Medium,24,High,3,130,No,91.7,83.3,11.7,Risky
P1958,RHEL,Security,Low,65,Medium,0,156,Yes,100.0,99.0,1.4,Safe
P1959,Windows,Feature,High,91,Low,1,360,No,89.5,86.4,2.4,Risky
P1960,RHEL,Security,Medium,25,Low,1,461,No,98.0,96.0,2.3,Safe
P1961,Windows,Security,Low,92,Medium,1,279,No,80.3,76.8,5.3,Safe
P1962,RHEL,Security,Low,72,Medium,1,161,No,100.0,99.6,0.4,Safe
P1963,RHEL,Kernel,High,16,Low,1,269,No,81.5,69.6,8.0,Risky
P1964,RHEL,Feature,Medium,26,Low,1,172,Yes,99.9,92.0,11.2,Risky
P1965,RHEL,Feature,Low,24,Medium,0,293,Yes,93.9,84.0,8.3,Safe
P1966,Windows,Feature,Critical,86,Medium,0,227,No,85.7,78.8,10.4,Risky
P1967,RHEL,Bugfix,High,5,High,0,114,No,100.0,99.6,0.5,Safe
P1968,Windows,Kernel,Critical,34,Medium,0,429,No,84.9,70.8,9.6,Risky
P1969,RHEL,Bugfix,Medium,28,Medium,0,52,No,98.7,98.6,0.1,Safe
P1970,Windows,Security,Medium,18,Medium,0,256,No,88.8,84.0,5.5,Safe
P1971,Ubuntu,Security,High,40,High,0,485,No,81.2,73.8,10.7,Risky
P1972,Windows,Feature,Medium,73,Medium,1,443,No,88.2,81.4,6.8,Safe
P1973,RHEL,Feature,High,79,High,0,70,No,85.3,74.1,12.6,Risky
P1974,RHEL,Security,Low,28,High,2,342,No,80.6,74.8,3.0,Risky
P1975,RHEL,Security,Medium,64,High,0,64,No,87.3,84.3,2.1,Safe
P1976,Windows,Feature,Low,99,Medium,0,392,No,89.0,79.9,12.3,Risky
P1977,RHEL,Security,Low,59,Low,1,255,No,60.5,50.6,8.2,Risky
P1978,RHEL,Feature,Low,81,Low,0,251,Yes,90.0,86.9,2.2,Safe
P1979,Windows,Kernel,Low,84,Low,1,169,Yes,92.4,81.8,10.4,Safe
P1980,RHEL,Bugfix,Critical,28,Low,0,186,No,99.5,92.4,5.3,Safe
P1981,Windows,Security,Low,81,Low,1,349,No,72.6,63.3,5.5,Safe
P1982,RHEL,Feature,Medium,28,Low,0,344,Yes,74.8,66.2,8.0,Risky
P1983,RHEL,Feature,High,58,Medium,0,438,No,87.1,81.5,4.2,Risky
P1984,Windows,Bugfix,Medium,30,Medium,1,74,No,77.9,72.0,10.0,Safe
P1985,RHEL,Kernel,Low,70,Low,1,361,No,73.1,57.4,9.3,Risky
P1986,Windows,Security,High,84,Medium,0,283,No,80.9,75.0,9.5,Safe
P1987,RHEL,Bugfix,Medium,42,Medium,0,170,No,81.4,78.0,3.7,Safe
P1988,RHEL,Feature,High,69,Medium,0,139,Yes,74.8,59.1,23.8,Safe
P1989,Ubuntu,Feature,High,79,High,1,369,No,74.8,61.9,7.4,Risky
P1990,Windows,Security,Critical,55,Low,0,249,No,83.8,75.7,15.3,Risky
P1991,Windows,Feature,Medium,39,Low,0,229,Yes,70.5,61.0,15.6,Risky
P1992,RHEL,Bugfix,Medium,47,Medium,0,394,No,70.4,66.4,2.8,Safe
P1993,Windows,Security,Medium,33,Low,1,417,No,85.7,79.3,5.3,Safe
P1994,RHEL,Security,Low,41,Medium,0,125,No,100.0,100.0,0.0,Safe
P1995,RHEL,Feature,High,85,Medium,1,186,No,92.3,80.8,21.6,Risky
P1996,Ubuntu,Security,Low,62,Low,1,187,No,97.2,95.8,1.6,Safe
P1997,RHEL,Security,Medium,58,Low,0,59,No,66.9,62.2,5.9,Safe
P1998,Ubuntu,Security,High,43,Low,0,250,Yes,70.9,67.3,3.1,Risky
P1999,RHEL,Feature,Medium,46,Medium,1,367,No,85.1,75.0,10.9,Risky
P2000,RHEL,Bugfix,Medium,32,Medium,0,395,No,93.4,89.1,4.0,Safe
P2001,Windows,Feature,Medium,33,Low,0,268,Yes,91.4,79.6,12.1,Safe
P2002,Ubuntu,Security,High,47,Low,0,109,No,71.6,69.1,1.3,Safe
P2003,Windows,Bugfix,Medium,7,Low,0,196,No,96.4,93.1,1.8,Risky
P2004,Ubuntu,Bugfix,High,14,Low,1,156,No,84.2,79.6,7.0,Safe
P2005,Windows,Feature,Low,63,High,0,87,Yes,92.8,85.1,11.7,Safe
P2006,Windows,Kernel,High,18,Low,1,183,No,78.9,73.7,5.2,Risky
P2007,Ubuntu,Security,High,80,Medium,1,448,Yes,69.6,50.2,35.4,Risky
P2008,RHEL,Bugfix,Low,51,High,0,270,No,93.5,91.5,1.8,Safe
P2009,RHEL,Security,Medium,46,Low,0,352,No,89.7,86.7,3.3,Safe
P2010,RHEL,Bugfix,Low,98,Medium,1,478,No,72.5,60.9,18.6,Risky
P2011,Ubuntu,Security,High,36,High,0,182,No,78.3,63.4,24.2,Safe
P2012,Ubuntu,Security,Medium,36,High,1,383,Yes,91.9,84.3,13.6,Risky
P2013,RHEL,Security,Medium,46,Medium,0,102,No,87.1,85.5,0.9,Safe
P2014,Windows,Bugfix,Low,36,Medium,0,499,No,90.0,88.3,1.3,Safe
P2015,Ubuntu,Security,Low,30,High,0,111,No,79.8,76.5,4.8,Safe
P2016,RHEL,Feature,Low,5,Low,1,72,No,99.2,94.8,4.5,Safe
P2017,Windows,Bugfix,Medium,60,High,2,93,Yes,83.9,79.8,2.3,Safe
P2018,Ubuntu,Security,Medium,6,Medium,1,357,No,61.3,49.5,16.3,Risky
P2019,RHEL,Feature,High,85,Medium,0,95,Yes,86.1,74.6,12.5,Risky
P2020,Windows,Security,Medium,34,High,0,196,No,91.0,93.5,2.5,Safe
P2021,RHEL,Bugfix,Medium,75,High,0,265,No,88.0,89.2,1.1,Safe
P2022,Ubuntu,Bugfix,Critical,56,Medium,1,389,No,80.7,68.2,6.4,Risky
P2023,Ubuntu,Security,High,95,Low,0,96,No,65.5,56.8,6.7,Safe
P2024,Ubuntu,Security,Critical,13,Medium,0,396,No,78.5,64.2,17.3,Risky
P2025,RHEL,Security,Medium,26,Medium,0,357,No,79.4,75.1,4.0,Safe
P2026,Ubuntu,Kernel,Low,38,Medium,0,73,No,78.4,74.2,7.6,Safe
P2027,Ubuntu,Bugfix,Low,53,High,1,194,No,91.1,87.8,2.3,Safe
P2028,RHEL,Bugfix,High,5,High,1,138,No,81.7,73.2,15.4,Risky
P2029,Ubuntu,Bugfix,Low,77,Medium,0,223,No,98.8,97.8,1.2,Safe
P2030,RHEL,Security,Medium,88,Low,1,113,No,82.7,80.0,2.6,Safe
P2031,Windows,Bugfix,Medium,57,Medium,0,168,Yes,97.2,97.7,0.5,Safe
P2032,RHEL,Feature,Medium,87,Medium,3,272,Yes,87.1,72.5,14.6,Risky
P2033,RHEL,Security,Medium,44,Medium,1,205,No,87.6,83.7,5.0,Safe
P2034,RHEL,Security,Low,49,Medium,1,227,No,78.2,74.9,3.3,Safe
P2035,Windows,Security,Medium,72,Medium,1,369,No,71.5,63.9,11.2,Safe
P2036,RHEL,Bugfix,Medium,13,Low,0,461,No,84.3,82.5,2.0,Risky
P2037,Windows,Kernel,Critical,26,Low,0,391,Yes,100.0,86.7,20.1,Safe
P2038,RHEL,Security,High,22,Medium,0,105,No,80.4,74.3,8.5,Safe
P2039,RHEL,Bugfix,Critical,80,Low,0,108,No,78.8,72.0,5.9,Risky
P2040,Windows,Security,High,47,Low,0,438,No,83.3,78.5,8.1,Safe
P2041,Windows,Kernel,Medium,43,Low,1,487,Yes,100.0,95.9,6.9,Safe
P2042,RHEL,Security,Low,77,Medium,0,477,Yes,92.9,85.0,15.5,Safe
P2043,Windows,Bugfix,Medium,10,Low,1,475,No,97.1,92.0,3.9,Safe
P2044,Ubuntu,Feature,Medium,87,High,0,430,No,65.2,50.9,25.3,Risky
P2045,Windows,Feature,Medium,52,Medium,1,269,No,76.8,65.9,19.6,Risky
P2046,RHEL,Bugfix,Medium,11,Medium,0,234,Yes,77.1,70.1,10.3,Safe
P2047,RHEL,Security,Medium,84,Medium,0,96,No,96.4,95.8,0.7,Safe
P2048,Ubuntu,Security,Medium,73,Low,0,426,No,91.6,88.9,5.2,Risky
P2049,RHEL,Security,Medium,20,Medium,0,458,Yes,95.6,85.9,19.0,Safe
P2050,Ubuntu,Security,Low,5,High,0,151,No,66.2,65.1,1.7,Safe
P2051,Windows,Bugfix,High,41,Medium,2,93,No,96.1,86.6,9.9,Safe
P2052,Ubuntu,Security,Low,87,High,0,64,No,91.6,92.9,2.2,Safe
P2053,Windows,Security,Low,41,Medium,1,285,No,75.8,69.4,4.0,Safe
P2054,Ubuntu,Bugfix,Medium,85,Low,0,410,No,83.0,76.9,5.8,Risky
P2055,RHEL,Kernel,Medium,68,Low,0,100,No,76.1,66.5,18.9,Safe
P2056,Windows,Bugfix,Medium,94,Medium,1,358,No,84.0,78.2,10.1,Safe
P2057,RHEL,Security,Low,90,Medium,0,83,No,89.5,87.9,3.0,Safe
P2058,RHEL,Security,Medium,66,Low,0,173,No,99.0,100.0,1.3,Safe
P2059,Windows,Kernel,Medium,76,High,0,126,No,75.6,68.8,7.5,Safe
P2060,Ubuntu,Security,Critical,65,Medium,1,441,No,80.3,65.7,28.8,Risky
P2061,Ubuntu,Security,Critical,37,Low,0,172,Yes,74.0,64.0,9.6,Safe
P2062,Windows,Bugfix,Medium,70,High,1,254,No,92.7,88.3,7.2,Safe
P2063,RHEL,Bugfix,Medium,34,High,0,277,No,69.2,63.9,7.1,Safe
P2064,RHEL,Bugfix,High,24,Medium,0,119,No,86.8,81.6,4.4,Safe
P2065,Windows,Security,Low,64,High,1,279,No,72.7,63.0,5.1,Risky
P2066,RHEL,Security,Medium,86,High,2,70,No,85.5,78.5,7.5,Safe
P2067,RHEL,Kernel,Medium,78,Medium,0,157,No,96.6,94.1,3.3,Safe
P2068,RHEL,Security,Critical,28,Low,0,413,No,79.9,69.0,8.5,Risky
P2069,RHEL,Bugfix,Low,8,Low,0,290,No,87.2,84.8,2.7,Safe
P2070,RHEL,Feature,Medium,41,Medium,2,300,No,76.1,59.1,24.2,Risky
P2071,RHEL,Bugfix,High,8,Low,0,184,No,83.9,84.0,0.2,Risky
P2072,RHEL,Security,Medium,81,High,0,139,No,69.4,64.3,3.0,Safe
P2073,RHEL,Security,Low,93,Medium,0,128,No,92.1,91.6,0.8,Safe
P2074,Ubuntu,Bugfix,Critical,81,Medium,0,489,No,80.8,74.4,3.8,Risky
P2075,RHEL,Feature,Medium,22,High,0,226,No,82.9,77.1,3.1,Safe
P2076,RHEL,Kernel,Medium,92,High,1,347,No,85.7,75.3,7.6,Risky
P2077,Windows,Security,Low,70,Low,0,456,No,65.3,58.7,9.8,Safe
P2078,RHEL,Security,Medium,52,Low,1,357,Yes,78.1,68.0,5.8,Risky
P2079,Ubuntu,Kernel,Medium,37,Medium,0,151,No,86.4,79.3,3.7,Safe
P2080,Windows,Feature,Low,62,Medium,0,410,No,83.4,78.2,3.5,Safe
P2081,RHEL,Feature,Low,87,Medium,0,384,No,100.0,91.5,16.4,Risky
P2082,RHEL,Security,High,77,Medium,4,161,No,97.6,94.4,5.9,Safe
P2083,Ubuntu,Bugfix,Low,32,High,2,230,No,86.4,79.1,4.6,Safe
P2084,Ubuntu,Feature,Low,39,Medium,0,153,No,74.8,67.7,6.7,Safe
P2085,RHEL,Bugfix,Medium,14,Medium,0,65,No,80.1,82.3,4.3,Safe
P2086,Windows,Bugfix,High,69,Low,0,145,No,91.6,81.4,6.6,Safe
P2087,RHEL,Security,Low,46,Medium,0,342,Yes,85.8,86.6,0.6,Safe
P2088,Ubuntu,Bugfix,Medium,89,Low,2,195,No,97.8,93.5,2.7,Safe
P2089,RHEL,Security,Low,13,High,0,453,No,85.7,80.2,10.8,Safe
P2090,Ubuntu,Bugfix,Low,64,Low,1,351,No,86.2,84.6,2.5,Safe
P2091,Windows,Kernel,Low,19,Medium,0,51,No,100.0,96.8,2.6,Safe
P2092,Windows,Security,High,61,Low,3,168,No,74.0,56.1,10.2,Risky
P2093,Windows,Feature,Low,73,Low,0,392,No,100.0,93.5,12.6,Safe
P2094,RHEL,Security,Low,26,Medium,1,143,Yes,92.7,89.6,3.5,Safe
P2095,RHEL,Bugfix,Medium,68,Medium,1,240,No,100.0,99.4,0.8,Risky
P2096,RHEL,Kernel,High,45,Low,0,52,No,78.0,68.0,9.2,Risky
P2097,RHEL,Security,Low,91,Low,0,479,No,100.0,97.7,3.8,Safe
P2098,Windows,Security,Medium,75,Medium,0,160,No,86.3,84.3,1.6,Safe
P2099,RHEL,Bugfix,Low,60,Medium,1,226,No,83.1,78.3,8.1,Safe
P2100,RHEL,Security,Medium,27,Low,2,306,No,88.0,81.1,5.8,Risky
P2101,Ubuntu,Feature,Medium,29,Medium,1,410,No,86.3,80.6,3.7,Risky
P2102,Ubuntu,Kernel,Medium,95,Low,1,71,No,77.2,72.1,6.3,Risky
P2103,Ubuntu,Bugfix,Medium,10,Medium,0,447,No,83.7,79.2,7.8,Safe
P2104,Ubuntu,Security,Medium,38,Low,0,269,No,88.1,85.4,2.9,Safe
P2105,RHEL,Bugfix,Low,67,Medium,2,222,Yes,80.7,75.8,2.7,Safe
P2106,RHEL,Feature,Medium,13,Low,0,273,Yes,90.4,83.7,8.9,Risky
P2107,Windows,Security,Low,64,High,0,439,Yes,82.0,71.3,16.3,Safe
P2108,Windows,Bugfix,High,53,Low,1,114,Yes,89.6,79.6,16.0,Risky
P2109,RHEL,Bugfix,Critical,55,Low,1,326,Yes,88.4,83.4,5.5,Safe
P2110,Ubuntu,Bugfix,Critical,64,Low,0,298,No,89.5,83.6,3.8,Safe
P2111,RHEL,Security,High,74,High,2,309,Yes,71.5,55.9,21.5,Risky
P2112,RHEL,Feature,Medium,41,Medium,0,180,No,96.0,91.1,4.8,Safe
P2113,Windows,Security,High,35,Medium,1,162,No,76.3,72.7,7.0,Risky
P2114,Windows,Security,Low,45,High,1,335,No,83.1,77.5,7.1,Safe
P2115,Windows,Feature,Medium,66,High,0,336,Yes,78.5,67.6,13.2,Risky
P2116,RHEL,Feature,Medium,97,Medium,0,467,No,85.7,87.0,1.2,Safe
P2117,Ubuntu,Security,Medium,62,Low,0,260,No,83.9,80.5,3.4,Safe
P2118,RHEL,Security,High,18,High,0,69,Yes,91.5,84.9,8.4,Risky
P2119,RHEL,Security,Low,40,Low,1,264,No,85.4,80.5,4.8,Safe
P2120,Ubuntu,Security,Medium,40,Medium,1,359,No,81.1,71.6,17.5,Safe
P2121,Ubuntu,Security,Critical,83,Medium,0,300,No,67.0,56.8,11.9,Risky
P2122,Ubuntu,Security,Low,12,Medium,1,431,No,93.8,89.5,4.1,Safe
P2123,Ubuntu,Bugfix,Medium,30,Medium,0,458,No,90.2,88.0,1.6,Safe
P2124,Windows,Feature,Critical,40,Medium,1,320,No,94.3,85.1,13.8,Risky
P2125,Windows,Bugfix,Medium,52,High,0,471,No,83.1,77.7,2.9,Safe
P2126,RHEL,Bugfix,Medium,89,Low,1,456,Yes,88.6,77.3,13.2,Safe
P2127,RHEL,Security,Low,32,Low,1,229,No,78.5,71.4,9.3,Safe
P2128,RHEL,Kernel,Medium,72,Medium,1,243,Yes,77.6,67.8,9.8,Risky
P2129,RHEL,Feature,High,66,High,1,490,Yes,82.2,69.8,20.2,Risky
P2130,Windows,Feature,Medium,84,Low,1,362,No,94.2,82.9,17.1,Safe
P2131,RHEL,Feature,Medium,90,Low,0,128,No,82.3,78.2,8.0,Safe
P2132,RHEL,Kernel,Low,80,Low,1,229,Yes,84.5,79.7,6.0,Risky
P2133,RHEL,Bugfix,Low,84,Low,0,212,No,87.4,86.6,1.1,Safe
P2134,Windows,Security,Critical,55,High,0,251,No,85.3,74.0,9.8,Risky
P2135,RHEL,Bugfix,Medium,46,Medium,0,63,No,95.1,94.8,0.4,Safe
P2136,Ubuntu,Feature,Medium,33,Medium,0,396,Yes,77.5,66.2,6.1,Safe
P2137,RHEL,Feature,Low,86,Medium,0,295,No,86.0,81.8,6.4,Safe
P2138,RHEL,Bugfix,Medium,14,Medium,0,63,No,89.7,84.9,4.6,Safe
P2139,Windows,Security,Critical,43,Low,1,148,No,68.6,62.3,8.3,Risky
P2140,Ubuntu,Security,Medium,86,Medium,0,82,Yes,87.7,84.1,3.2,Safe
P2141,RHEL,Kernel,Low,5,Medium,2,485,No,98.4,89.0,13.5,Safe
P2142,Windows,Bugfix,Medium,43,Low,0,306,No,81.5,75.7,6.8,Safe
P2143,Windows,Bugfix,High,25,Medium,1,83,No,74.1,65.9,10.1,Risky
P2144,RHEL,Security,Medium,69,Low,0,68,No,89.7,88.0,3.2,Safe
P2145,Ubuntu,Security,High,19,Low,0,201,Yes,86.8,79.7,11.0,Safe
P2146,Windows,Feature,Medium,8,Low,1,309,No,100.0,98.1,1.7,Safe
P2147,Windows,Bugfix,High,64,Medium,1,213,Yes,89.4,78.3,14.0,Risky
P2148,Ubuntu,Feature,Medium,65,Low,0,126,No,75.6,69.2,7.6,Safe
P2149,Ubuntu,Bugfix,Low,24,High,1,363,No,75.1,65.8,15.8,Risky
P2150,Windows,Bugfix,Medium,14,Low,0,465,No,93.6,90.8,4.9,Safe
P2151,Ubuntu,Security,Low,91,Medium,0,186,No,88.6,88.8,0.2,Safe
P2152,Windows,Feature,Critical,38,High,0,408,Yes,84.4,66.8,30.4,Risky
P2153,Windows,Bugfix,High,52,High,0,257,No,86.7,77.8,6.9,Safe
P2154,Windows,Bugfix,Medium,37,High,0,291,No,89.4,87.3,3.5,Safe
P2155,Windows,Bugfix,Medium,65,Low,0,116,Yes,88.7,82.1,5.8,Safe
P2156,RHEL,Kernel,Low,14,Low,0,165,No,69.9,59.7,9.7,Safe
P2157,Ubuntu,Security,High,58,Medium,0,453,Yes,97.2,95.1,3.6,Safe
P2158,Ubuntu,Feature,Medium,88,Low,1,251,No,97.8,95.6,2.5,Safe
P2159,RHEL,Security,Low,69,Low,1,425,No,100.0,94.1,11.6,Safe
P2160,Ubuntu,Bugfix,Medium,81,High,0,299,Yes,100.0,98.3,1.2,Safe
P2161,RHEL,Security,Low,5,Medium,0,495,No,99.2,100.0,0.9,Safe
P2162,RHEL,Security,Medium,9,Medium,0,491,No,82.1,77.6,7.3,Safe
P2163,Windows,Bugfix,Medium,84,High,0,327,No,88.0,81.1,3.5,Safe
P2164,RHEL,Security,Low,19,Medium,0,161,No,96.7,96.5,0.1,Risky
P2165,Ubuntu,Bugfix,Critical,32,Medium,2,380,No,67.0,58.9,4.3,Safe
P2166,Ubuntu,Kernel,Low,99,Medium,1,283,No,82.8,76.0,13.5,Risky
P2167,Windows,Security,Low,27,Low,0,225,No,67.9,63.3,7.7,Safe
P2168,RHEL,Feature,Low,21,Medium,1,441,No,87.8,84.6,3.4,Safe
P2169,RHEL,Bugfix,High,17,High,0,192,No,97.7,95.5,1.6,Safe
P2170,Windows,Bugfix,Medium,18,High,0,81,Yes,85.2,77.7,4.7,Safe
P2171,Ubuntu,Security,Medium,15,High,0,230,No,79.3,78.6,0.9,Safe
P2172,Windows,Security,Low,32,Medium,0,116,No,87.8,86.7,2.2,Safe
P2173,RHEL,Security,Low,46,High,0,53,No,89.1,85.6,5.4,Safe
P2174,Windows,Security,Medium,65,Low,0,335,No,89.8,89.6,0.3,Safe
P2175,Windows,Security,High,68,Low,0,318,No,72.9,65.6,9.1,Safe
P2176,Windows,Bugfix,High,35,Medium,1,285,No,87.4,75.7,23.5,Safe
P2177,RHEL,Feature,Low,85,Medium,1,326,No,86.8,81.1,7.3,Safe
P2178,Windows,Feature,Medium,77,Low,1,90,No,94.5,90.5,7.8,Safe
P2179,Windows,Bugfix,Critical,14,Medium,0,170,No,84.2,80.3,2.1,Safe
P2180,Ubuntu,Security,Medium,12,Low,0,324,No,100.0,99.2,1.2,Safe
P2181,RHEL,Security,High,25,Medium,0,280,Yes,85.8,75.0,15.6,Risky
P2182,Windows,Security,Low,81,Medium,1,353,No,80.2,78.9,2.1,Safe
P2183,Ubuntu,Security,Critical,63,Medium,0,135,No,75.0,68.8,8.4,Risky
P2184,RHEL,Bugfix,High,54,Low,0,112,No,79.9,76.7,1.8,Safe
P2185,Ubuntu,Bugfix,Critical,73,Medium,1,453,Yes,77.0,56.9,14.6,Risky
P2186,Windows,Security,Medium,74,Medium,0,241,Yes,83.4,79.9,6.6,Safe
P2187,RHEL,Security,Medium,34,Medium,0,342,No,100.0,100.0,0.0,Safe
P2188,RHEL,Feature,Critical,99,Medium,1,80,No,70.4,58.8,23.1,Risky
P2189,Windows,Feature,Low,21,Medium,0,379,No,71.1,65.5,8.5,Safe
P2190,RHEL,Security,Medium,79,High,1,195,No,82.7,75.2,8.7,Safe
P2191,Windows,Kernel,High,24,Low,1,156,No,71.4,60.8,19.9,Risky
P2192,RHEL,Kernel,High,52,Medium,0,408,No,75.2,61.9,22.5,Risky
P2193,Windows,Security,Critical,77,Medium,2,159,No,88.4,82.2,7.0,Risky
P2194,RHEL,Security,Low,6,Medium,0,325,No,84.5,79.3,3.1,Safe
P2195,Ubuntu,Bugfix,High,41,Low,1,259,Yes,89.4,80.5,15.9,Risky
P2196,Ubuntu,Kernel,High,5,Low,2,188,No,90.9,81.6,15.4,Risky
P2197,Ubuntu,Feature,Low,8,Low,1,135,No,98.4,96.5,3.3,Safe
P2198,Windows,Security,Medium,58,High,1,93,No,88.8,87.9,1.5,Safe
P2199,RHEL,Security,Low,29,Medium,1,131,Yes,97.0,93.8,3.0,Safe
P2200,Windows,Bugfix,Medium,7,Medium,1,113,No,86.1,84.6,2.7,Safe
P2201,RHEL,Bugfix,Critical,13,High,0,427,No,88.9,81.3,3.8,Risky
P2202,RHEL,Security,Medium,90,Low,0,467,No,88.8,82.2,5.6,Safe
P2203,RHEL,Feature,High,91,High,3,392,Yes,87.8,73.2,8.3,Safe
P2204,RHEL,Bugfix,Critical,80,Medium,0,370,No,87.1,78.8,5.5,Risky
P2205,Windows,Feature,Medium,78,Low,0,104,Yes,100.0,93.9,7.9,Safe
P2206,Windows,Feature,High,38,High,0,123,No,92.0,81.3,5.9,Safe
P2207,RHEL,Feature,Medium,47,High,1,422,No,80.5,71.8,6.7,Risky
P2208,RHEL,Bugfix,High,78,High,1,178,Yes,100.0,90.6,8.0,Safe
P2209,Ubuntu,Bugfix,Low,98,Low,0,305,No,81.2,78.5,4.0,Safe
P2210,RHEL,Security,Critical,26,High,0,471,Yes,84.9,76.0,10.8,Risky
P2211,RHEL,Bugfix,Low,74,High,0,280,No,76.7,73.7,3.6,Safe
P2212,RHEL,Security,Medium,6,Medium,1,186,No,92.2,88.5,6.1,Safe
P2213,Windows,Bugfix,High,98,Low,0,400,No,100.0,96.4,4.3,Safe
P2214,Windows,Security,Medium,70,Low,0,450,No,70.1,64.0,6.2,Safe
P2215,RHEL,Security,Medium,36,High,2,404,No,82.2,68.7,26.3,Safe
P2216,RHEL,Security,Medium,20,Medium,1,161,Yes,96.2,95.4,0.4,Safe
P2217,Windows,Security,High,80,Medium,0,357,No,74.4,66.7,7.4,Safe
P2218,Windows,Feature,Low,5,Low,1,195,No,90.7,83.9,9.7,Safe
P2219,RHEL,Feature,Low,76,Low,1,496,No,72.0,58.1,23.3,Risky
P2220,Ubuntu,Bugfix,Low,52,Medium,1,82,Yes,89.1,78.1,18.9,Safe
P2221,RHEL,Security,Medium,54,Medium,0,309,No,85.8,82.7,1.8,Safe
P2222,RHEL,Security,Low,17,High,1,136,No,100.0,93.5,10.1,Safe
P2223,Ubuntu,Security,Medium,19,Medium,0,380,No,92.4,88.8,5.8,Safe
P2224,RHEL,Security,Medium,57,Medium,0,485,No,63.3,54.0,7.6,Safe
P2225,Windows,Feature,Low,48,Low,0,314,No,84.3,76.5,5.2,Safe
P2226,RHEL,Security,Medium,12,Low,0,369,No,93.2,91.1,3.5,Safe
P2227,RHEL,Security,High,78,Medium,0,79,Yes,80.9,71.9,7.8,Safe
P2228,Ubuntu,Security,Low,50,Low,1,441,No,80.4,69.9,5.3,Safe
P2229,RHEL,Security,Medium,73,Low,1,281,Yes,80.9,78.3,2.2,Safe
P2230,Ubuntu,Bugfix,Medium,23,High,0,438,No,90.5,79.5,6.0,Safe
P2231,RHEL,Bugfix,Medium,42,Medium,0,125,No,72.4,65.4,6.2,Safe
P2232,RHEL,Security,High,15,Low,0,496,No,79.4,73.5,5.9,Risky
P2233,RHEL,Security,Medium,47,Low,0,178,No,95.3,92.2,2.8,Safe
P2234,Windows,Security,Medium,24,Low,0,320,No,80.1,75.3,9.0,Safe
P2235,RHEL,Security,Low,24,High,0,138,No,79.5,74.1,4.6,Safe
P2236,Ubuntu,Security,Medium,25,Low,0,471,No,71.2,67.5,4.5,Safe
P2237,RHEL,Kernel,Medium,86,Low,0,219,No,91.5,83.1,16.1,Safe
P2238,Ubuntu,Bugfix,Low,61,Medium,0,177,No,89.3,89.0,0.5,Safe
P2239,RHEL,Bugfix,Medium,54,Low,1,223,No,94.7,87.9,6.5,Safe
P2240,Ubuntu,Bugfix,Critical,78,Low,0,486,No,83.9,73.0,10.8,Risky
P2241,Windows,Bugfix,Medium,30,Low,0,75,No,88.2,86.0,3.0,Safe
P2242,Windows,Bugfix,Medium,34,Low,0,110,No,88.1,88.3,0.5,Safe
P2243,Ubuntu,Bugfix,Critical,77,Low,0,428,No,70.8,60.4,5.4,Risky
P2244,Windows,Feature,High,35,Low,2,116,No,100.0,95.4,5.0,Safe
P2245,Windows,Security,Medium,46,High,1,487,No,94.8,89.4,9.6,Safe
P2246,RHEL,Bugfix,High,72,Low,0,455,Yes,85.8,79.1,7.5,Risky
P2247,RHEL,Bugfix,High,65,Medium,1,75,No,82.8,79.3,5.5,Risky
